Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID
282,"심심혀서 그려 심심혀서. 느그 집은 일년 열두달 대문 활짝 열어놓고 사는구나.",솔이,euphoria,euphoria,41,4
283,"하긴 경찰이 둘이나 사는디 도둑놈이 오겄어?",솔이,euphoria,euphoria,41,5
284,"빨리 가. 안에 어머니 계셔.",우미,euphoria,euphoria,41,6
285,"너도 거짓말이 겁나게 늘어부렀다? 느그 시어머니 나가는거 봤어.",솔이,euphoria,euphoria,41,7
286,"어머니랑 만났어?",우미,neutral,neutral,41,8
287,"아니. 나혼자만 봤다고. 여전하드만.",솔이,neutral,neutral,41,9
288,"야, 뭐하냐? 문열어라.",과자,dysphoria,dysphoria,42,0
289,"어떡해.",우미,dysphoria,dysphoria,42,1
290,"열어줘라. 죄졌가니?",솔이,dysphoria,dysphoria,42,2
291,"조용해 제발.",우미,dysphoria,dysphoria,42,3
292,"혼수에미야.",과자,dysphoria,dysphoria,42,4
293,"예, 어머니. 나가요.",우미,dysphoria,dysphoria,42,5
294,"대낮에 뭐드러 문을 잠가?",과자,dysphoria,dysphoria,42,6
295,"요새 도둑들이 많이 다닌다고 해서요.",우미,dysphoria,dysphoria,42,7
296,"도둑이 미쳤냐? 경찰이 둘이나 있는 집에 오게?",과자,dysphoria,dysphoria,42,8
297,"그러게요. 근데 왜 도로 오셨어요?",우미,dysphoria,dysphoria,42,9
298,"그러게. 내가 뭐드러 왔드라? 내가 깜빡깜빡한다.",과자,neutral,neutral,42,10
299,"뭔데요? 나중에 하시면 안될까요?",우미,dysphoria,dysphoria,42,11
300,"다급허니 가다 왔지. 응, 큰애네 집이 먼 아파트 몇동이냐?",과자,neutral,neutral,42,12
301,"수상아파트 3동 303호요. 아파트 단지 들어서서 바로 왼쪽에 있는거요.",우미,neutral,neutral,42,13
302,"맞다. 수상 아파트 3동 303호. 참,",과자,neutral,neutral,42,14
303,"왜, 왜요 어머니.",우미,dysphoria,dysphoria,42,15
304,"왜 이렇게 놀래? 오늘같이 볕좋은날 장독 뚜껑좀 열어놔야지.",과자,neutral,neutral,42,16
305,"제 제가 할께요 어머니.",우미,dysphoria,dysphoria,42,17
306,"저번에 니가 손대서 맛이 갔잖아. 장은 아무케나 막 뒤적거림 못써.",과자,dysphoria,dysphoria,42,18
307,"저 잘할수 있어요. 제가 할께요. 오늘도 아주버님네 안오시면 아버님 난리나세요.",우미,dysphoria,dysphoria,42,19
308,"참 그렇지.",과자,neutral,neutral,42,20
309,"죄송해요. 나이가 드니까 아무때나 막...젊어서는 조절이 잘됐는데...",우미,dysphoria,dysphoria,42,21
310,"젊은 니가 그러면 나는 아주 싸고 댕기겄다. 이젠 어른 어려운줄도 모르는구나. 아무때나 뿡뿡 끼고.",과자,dysphoria,dysphoria,42,22
311,"죄송해요.",우미,dysphoria,dysphoria,42,23
312,"이젠 지도 늙는다고, 내허락도 없이 지맘대로 뀌어버리는걸 워칙혀?",솔이,dysphoria,dysphoria,43,0
313,"엄마땜에 미쳐. 빨리 가.",우미,dysphoria,dysphoria,43,1
314,"인정머리없는년, 엄니가 딸년이라고 찾아오면, 엄니 배 겁나게 고프지유?",솔이,dysphoria,dysphoria,43,2
315,"싸게 밥차려 올테니께 기둘려유, 뭐 이런맛이 있으야지, 싸게 가?",솔이,dysphoria,dysphoria,43,3
316,"밥 안먹었어?",우미,dysphoria,dysphoria,43,4
317,"내가 서울바닥 워디서 밥을 얻어 먹겄냐? 찜질방 가봤자 맨 미역국에 찐계란이나 먹지.",솔이,dysphoria,dysphoria,43,5
318,"이럴때 핸드폰 하나있으면 얼마나 좋아? 나다. 너 지금 어디야?",과자,dysphoria,dysphoria,44,0
319,"집이요.",건강,neutral,neutral,44,1
320,"집?",과자,neutral,neutral,44,2
321,"일요일인데 당연히 집에 있죠.",건강,neutral,neutral,45,0
322,"시끄러! 이사를 했으면 했다고 말을 해야지. 집팔고 이사간지 3년이나 됐다며?",과자,dysphoria,dysphoria,45,1
323,"그러게 뭐하러 집은 찾아가? 연락도 없이.",건강,dysphoria,dysphoria,45,2
324,"어머니, 저에요.",현찰,neutral,neutral,46,0
325,"둘째냐?",과자,neutral,neutral,46,1
326,"저녁에 모임있는걸 깜빡 까먹고 그냥 나왔네요. 저녁에 집사람좀 내보내주세요.",현찰,neutral,neutral,46,2
327,"동네 유지분들하고 부부동반 모임 있어서요. 예.",현찰,neutral,neutral,46,3
328,"엄마, 여기 우리집이야?",상태,euphoria,euphoria,47,0
329,"이게 어떻게 우리집이냐? 철딱서니 없기는.",혼수,dysphoria,dysphoria,47,1
330,"쉿, 조용해.",우미,dysphoria,dysphoria,47,2
331,"혼수야 상태야, 과일먹고 하렴.",우미,euphoria,euphoria,48,0
332,"나중에 먹을래요.",상태,neutral,neutral,48,1
333,"공부하는데 이런거 갖고 오지 마세요. 방해됩니다.",혼수,dysphoria,dysphoria,48,2
334,"너무 공부만 하지말고 놀기도 해야지. 게임 좀 하자. 응?",우미,neutral,neutral,48,3
335,"그럴 시간이 어딨습니까? 어머니, 전 열심히 공부해서 어머니가 원하시는 엄친아가 되겠습니다.",혼수,euphoria,euphoria,48,4
336,"우리끼리 사니까 참 좋아요. 어머니 목소리도 아이스크림 같애요.",상태,euphoria,euphoria,48,5
337,"어머니가 이 집에 이사온뒤로 천사가 된거 같습니다. 계모 안같습니다.",혼수,euphoria,euphoria,48,6
338,"난 원래 천사였단다. 백화점에 가서 쇼핑하고 올테니까 니들끼리 있을수 있지?",우미,euphoria,euphoria,48,7
339,"걱정마세요. 저희끼리 시켜먹고 설거지까지 싹 해놓겠습니다.",혼수,euphoria,euphoria,48,8
340,"아주머니.",직원,neutral,neutral,48,9
341,"아주머니!",직원,neutral,neutral,49,0
342,"예?",우미,neutral,neutral,49,1
343,"저 애들 아주머니 애들이죠? 어떻게 좀 해보세요.",직원,dysphoria,dysphoria,49,2
344,"미쳐 미쳐. 혼수상태!",우미,dysphoria,dysphoria,49,3
345,"시장 간지가 언젠데 이제 온다니? 애들은?",과자,dysphoria,dysphoria,50,0
346,"놀이터요.",우미,neutral,neutral,50,1
347,"혼수애비 전화 왔드라. 저녁에 부부동반 모임 있다고 나오랜다.",과자,neutral,neutral,50,2
348,"그런얘긴 미리 하든가, 밥도 해야되는데..",우미,dysphoria,dysphoria,50,3
349,"밥도 밥이지만, 너 지금 나가라.",과자,neutral,neutral,50,4
350,"저녁약속이면 너무 이르잖아요.",우미,dysphoria,dysphoria,50,5
351,"그게 그러니까, 응, 얼른 미장원에 좀 갔다와라.",과자,neutral,neutral,50,6
352,"미장원에요?",우미,neutral,neutral,50,7
353,"그래도 우리 현찰이가 이 동네 유진데, 마누라 그러고 댕기면 우리 현찰이 욕먹지.",과자,dysphoria,dysphoria,50,8
354,"예. 저녁거리 대강 챙겨놓고 갈께요.",우미,neutral,neutral,50,9
355,"놔두고 얼른 가. 시간없다.",과자,dysphoria,dysphoria,50,10
356,"아직 멀었냐?",과자,dysphoria,dysphoria,51,0
357,"쫌만 가면 돼.",건강,neutral,neutral,51,1
358,"쫌만 쫌만 한게 얼마야? 아이고 다리야. 휴우.",과자,dysphoria,dysphoria,51,2
359,"그러게 나중에 오라니까. 엄마 관절도 안좋은데 괜히.",건강,dysphoria,dysphoria,51,3
360,"부모가 돼갖고 자식이 어디서 사는지도 모르는게 말이 돼?",과자,dysphoria,dysphoria,51,4
361,"업혀.",건강,dysphoria,dysphoria,51,5
362,"앞장서기나 해.",과자,dysphoria,dysphoria,51,6
363,"수퍼 들렀다 갈까? 첨가는데 뭐라도 사갖구 가야지.",건강,neutral,neutral,51,7
364,"수 쓰지 말어. 가 얼른.",과자,dysphoria,dysphoria,51,8
365,"다른 고시원하고 똑같애. 뭘 굳이 본다고..",건강,dysphoria,dysphoria,52,0
366,"시끄러.",과자,dysphoria,dysphoria,52,1
367,"들어와.",건강,dysphoria,dysphoria,53,0
368,"니가 고시생이야? 기가 막혀서 말이 안나온다. 나머지 짐은?",과자,dysphoria,dysphoria,53,1
369,"맡겼어.",건강,dysphoria,dysphoria,53,2
370,"니 마누란?",과자,dysphoria,dysphoria,53,3
371,"맡겼어. 친정에. 보다시피 좁아서...들어오라니까.",건강,dysphoria,dysphoria,53,4
372,"이 지경 되도록 걔는 뭐했다니? 얘 당장 오라고 해라.",과자,dysphoria,dysphoria,53,5
373,"엄마.",건강,dysphoria,dysphoria,53,6
374,"당장 전화하라니까!",과자,dysphoria,dysphoria,53,7
375,"소용없어. 안와.",건강,dysphoria,dysphoria,53,8
376,"왜 안와? 시에미가 오라는데도 안와?",과자,dysphoria,dysphoria,53,9
377,"응.",건강,dysphoria,dysphoria,53,10
378,"뭐?",과자,dysphoria,dysphoria,53,11
379,"우리... 갈라섰어.",건강,dysphoria,dysphoria,53,12
380,"너 지금 뭐라 그랬냐?",과자,dysphoria,dysphoria,53,13
381,"이혼..했다구.",건강,dysphoria,dysphoria,53,14
382,"이, 이혼? 니들, 이.. 이혼했어? 어 어 언제? 언제 이혼을 해?",과자,dysphoria,dysphoria,53,15
383,"따로 산지는 몇년 됐고, 서류정리도 얼마전에 끝냈어. 엄마..미안해..",건강,dysphoria,dysphoria,53,16
384,"나야.",어영,neutral,neutral,54,0
385,"너랑 통화하기 싫다. 끊는다.",재수,dysphoria,dysphoria,54,1
386,"잠깐만. 끊지마.",어영,dysphoria,dysphoria,54,2
387,"까먹었어. 설령 옛날에 그랬다 해도, 지금은 아니야. 사람은 변해.",재수,dysphoria,dysphoria,55,0
388,"아니. 이거 너 아니야. 너 이런 사람 아니잖아.",어영,dysphoria,dysphoria,55,1
389,"주어영, 넌 자존심도 없니? 도도하고 자존심 강했던 주어영 어디갔어? 다신 전화하지마.",재수,dysphoria,dysphoria,55,2
390,"누구세요?",청난,neutral,neutral,56,0
391,"나다.",건강,neutral,neutral,56,1
392,"난자언니 끊어. 오빠, 잠깐만. 나 옷좀 갈아입고. 잠깐만.",청난,neutral,neutral,56,2
393,"오빠, 잠깐만. 잠깐이면 돼. 잠깐만 기다려.",청난,dysphoria,dysphoria,56,3
394,"아직 안늦었지?",우미,dysphoria,dysphoria,57,0
395,"옷이 그거밖에 없어?",현찰,dysphoria,dysphoria,57,1
396,"왜? 이상해?",우미,dysphoria,dysphoria,57,2
397,"수상하고 괴상하다.",현찰,dysphoria,dysphoria,57,3
398,"아까 모델하우스 가봤는데, 너무 좋더라.",우미,euphoria,euphoria,57,4
399,"들어가기나 해. 늦었어.",현찰,dysphoria,dysphoria,57,5
400,"무조건 분가할때까지 기다려. 하늘이 두쪽나도 안돼. 차라리 내배째.",우미,dysphoria,dysphoria,58,0
401,"에미가 되갖고 딸년 배쨀수는 없고, 안되겄다. 간만에 실력발휘 한번 해야쓰겄네.",솔이,dysphoria,dysphoria,58,1
402,"여보세요.",과자,neutral,neutral,59,0
403,"이것들 대기했어?",순경,neutral,neutral,60,0
404,"대기한대요.",과자,neutral,neutral,60,1
405,"나도 바로 출발할테니까 대기하고 있어.",순경,neutral,neutral,60,2
406,"여보여보, 공부 더 하시고 천천히, 어쩐대?  막내냐? 별일 없으면 집에 좀 와라 빨리.",과자,dysphoria,dysphoria,61,0
407,"왜요? 급하게 의논할 일? 알았어 엄마. 지금 바로 갈게.",이상,dysphoria,dysphoria,62,0
408,"내려요.",기사,neutral,neutral,63,0
409,"여기가 어딘데요? 우리집 아니잖아요.",어영,dysphoria,dysphoria,63,1
410,"이 아가씨가? 경찰서 가자매?",기사,dysphoria,dysphoria,63,2
411,"겨..경찰서요? 내가 왜 경찰서에 와요?",어영,dysphoria,dysphoria,63,3
412,"사람 놀리나? 담판 지어야 될거아냐?",기사,dysphoria,dysphoria,63,4
413,"싫어요. 경찰설 왜 와요? 집에 데려다 주세요. 빨리요.",어영,dysphoria,dysphoria,63,5
414,"가자고 할땐 언제고. 잔말말고 빨리 내려. 나도 바쁜 사람이야.",기사,dysphoria,dysphoria,63,6
415,"왜 이래요? 이거 놔요.",어영,dysphoria,dysphoria,63,7
416,"젊은 아가씨가 말야, 술이나 잔뜩 취해갖고 아버지같은 사람한테 누명이나 씌우고. 내가 도둑질 할놈으로 보여?",기사,dysphoria,dysphoria,64,0
417,"흥분하지 말고 차분히 말씀하세요.",조사중,dysphoria,dysphoria,64,1
418,"택시비 없다고 솔직히 말하면 봐줄수도 있어. 나도 자식 키우는 사람인데 안그래? 근데 무조건 나보고 훔쳤대.",기사,dysphoria,dysphoria,64,2
419,"자 봐. 다 뒤져 보라구. 차도 다 뒤져보고. 지 핸드백이랑 핸드폰 다 훔쳐갔다고 방방 뜨면서 경찰서 가자고 해서 왔어.",기사,dysphoria,dysphoria,64,3
420,"경찰아저씨, 나 전화 한통만 쓸게요.",어영,dysphoria,dysphoria,64,4
421,"하지 마세요. 하지 마시라구요.",이상,dysphoria,dysphoria,64,5
422,"하면 안되겠죠? 알아요, 나도 알아요. 하면 안된다는거. 근데..",어영,dysphoria,dysphoria,64,6
423,"들어보니 그놈 아주 나쁜 놈이네. 그런 놈은 아작을 내놔야 되는데.",유치장,dysphoria,dysphoria,64,7
424,"여자가 불쌍해요. 서른이래잖아요. 바로 뛰가서 그놈 잡아올까요?",방범용,dysphoria,dysphoria,64,8
425,"나 000경찰서 경감 김이상입니다. 기억하시죠?",이상,neutral,neutral,64,9
426,"다 왔어요?",어영,neutral,neutral,65,0
427,"상도동 다 왔는데 집이 어딥니까?",이상,neutral,neutral,65,1
428,"저앞 사거리에서 우회전 했다가 다시 우회전해서 삼거리 나오면 깨우세요.",어영,neutral,neutral,65,2
429,"왜. 지금 피의자 수송중인데.",이상,neutral,neutral,65,3
430,"택시기사분한테 전화왔는데 분통터져 못살겠다고 그 아가씨 낼 경찰서에서 만나게 해달랍니다.",마탄,dysphoria,dysphoria,65,4
431,"알았어. 이름도 모르고 성도 몰라. 집주소 확인하는대로 법적조치하도록 하지.",이상,neutral,neutral,65,5
432,"지난번에 터진 영등포 쌍칼파사건 어떻게 처리됩니까?",마탄,neutral,neutral,65,6
433,"최소한 무기징역이나 사형.",이상,neutral,neutral,65,7
434,"싱싱횟집 고소사건은 어떻게 될까요?",마탄,neutral,neutral,65,8
435,"재판 해봐야겠지만 술먹고 사고친건 가중처벌이지.",이상,neutral,neutral,65,9
436,"안돼. 저기요.",어영,dysphoria,dysphoria,66,0
437,"깨셨어요? 아직 삼거리전인데.",이상,neutral,neutral,66,1
438,"근데 왜 이렇게 목이 마르지? 술이 깰려 그러나? 저앞에 세워주세요. 물좀 사게.",어영,neutral,neutral,66,2
439,"차에 계십시요. 제가 사다 드리겠습니다.",이상,neutral,neutral,66,3
440,"제가 갈게요.",어영,neutral,neutral,66,4
441,"안됩니다. 피의자 신분이라 차에 계셔야 합니다.",이상,neutral,neutral,66,5
442,"사장님. 지발 부탁이유.",솔이,dysphoria,dysphoria,67,0
443,"가요! 꼴도 보기 싫어요. 여기가 어디라고 와요?",범인,dysphoria,dysphoria,67,1
444,"사장님. 이러다 어영이 부영이라도 오면 워쩐대유?",솔이,dysphoria,dysphoria,67,2
445,"얼른 가요. 우리 애들 오기전에. 우리집에서 어떻게 하고 도망쳤는지 까먹었어요?",범인,dysphoria,dysphoria,68,0
446,"까먹을게 따로 있지, 그걸 워치게 까먹겄시유? 으흐흑.. 아, 아.",솔이,dysphoria,dysphoria,68,1
447,"왜그래요? 이런, 잠깐 있어요.",범인,dysphoria,dysphoria,68,2
448,"마셔요. 사람 그렇게 놀라게 해놓고. 이런식으로 밀고 들온다고 해결될줄 알아요?",범인,dysphoria,dysphoria,68,3
449,"냉수먹고 속차리고 가봐요. 누가보면 내가 울린줄 알겠네.",범인,dysphoria,dysphoria,68,4
450,"시방 나땜에 우는거 아녀유. 사장님 땜에 우는거지.",솔이,dysphoria,dysphoria,68,5
451,"내가 왜요?",범인,dysphoria,dysphoria,68,6
452,"짠혀서 그려유 짠혀서. 그 긴 세월을 워치게 독수공방혔대유?",솔이,dysphoria,dysphoria,68,7
453,"그렇게 짠한 사람이 그런짓을 해요? 그때 경찰에 신고할려다 겨우 참았어요.",범인,dysphoria,dysphoria,68,8
454,"지나간 과거는 천천히 들먹거리구유, 인자 여자의 따땃한 손길이 필요할때도 됐시유.",솔이,dysphoria,dysphoria,68,9
455,"우리집도 여자 있어요.",범인,dysphoria,dysphoria,68,10
456,"있어봤자 딸들이유. 남은 제인생 사장님 손발이 돼서 아픈데 어루만져주고 가려운데 긁어줘가면서 살라고 왔시유.",솔이,dysphoria,dysphoria,68,11
457,"우리 애들 오기전에 빨리 가요. 내가 아줌마땜에 얼마나 입장이 난처한줄 알아요?",범인,dysphoria,dysphoria,68,12
458,"알어유. 알지만 쌩깔래유.",솔이,dysphoria,dysphoria,68,13
459,"무슨 말이에요?",범인,dysphoria,dysphoria,68,14
460,"겁먹지 말어유. 사장님헌티 충성허겄다 이말이니께.",솔이,dysphoria,dysphoria,68,15
461,"글쎄 충성 그런거 하지 말고 얼른가라니까요. 경찰에 신고하기 전에.",범인,dysphoria,dysphoria,68,16
462,"경찰에 신고 안하는게 아니라 못하는거 다알어유.",솔이,dysphoria,dysphoria,68,17
463,"뭐요?",범인,dysphoria,dysphoria,68,18
464,"사장님, 웬만하면 안할라 그렸는디, 어쩔수가 없네유. 이놈 기억나지유?",솔이,dysphoria,dysphoria,68,19
465,"뭔데요?",범인,dysphoria,dysphoria,68,20
466,"사장님이 직접 사장님 손으로 쓴 각서유.",솔이,dysphoria,dysphoria,68,21
